590.0,0.0
591.0,0.0
592.0,0.0
593.0,0.0
594.0,0.0
595.0,0.0
596.0,0.0
597.0,0.0
598.0,0.0
599.0,0.0
600.0,0.0
601.0,1.6
602.0,3.6
603.0,6.3
604.0,9.0
605.0,11.8
606.0,14.2
607.0,16.6
608.0,18.5
609.0,20.8
610.0,23.4
611.0,26.9
612.0,30.3
613.0,32.8
614.0,34.1
615.0,34.2
616.0,33.6
617.0,32.1
618.0,30.0
619.0,27.5
620.0,25.1
621.0,22.8
622.0,20.5
623.0,17.9
624.0,15.1
625.0,13.4
626.0,12.8
627.0,13.7
628.0,16.0
629.0,18.1
630.0,20.8
631.0,23.7
632.0,26.5
633.0,29.3
634.0,32.0
635.0,34.5
636.0,36.8
637.0,38.6
638.0,39.8
639.0,40.6
640.0,41.1
641.0,41.9
642.0,42.8
643.0,44.3
644.0,45.7
645.0,47.4
646.0,48.9
647.0,50.6
648.0,52.0
649.0,53.7
650.0,55.0
651.0,56.8
652.0,58.0
653.0,59.8
654.0,61.1
655.0,62.4
656.0,63.0
657.0,63.5
658.0,63.0
659.0,62.0
660.0,60.4
661.0,58.6
662.0,56.7
663.0,55.0
664.0,53.7
665.0,52.7
666.0,51.9
667.0,51.4
668.0,51.0
669.0,50.7
670.0,50.6
671.0,50.8
672.0,51.2
673.0,51.7
674.0,52.3
675.0,53.1
676.0,53.8
677.0,54.5
678.0,55.1
679.0,55.9
680.0,56.5
681.0,57.1
682.0,57.8
683.0,58.5
684.0,59.3
685.0,60.2
686.0,61.3
687.0,62.4
688.0,63.4
689.0,64.4
690.0,65.4
691.0,66.3
692.0,67.2
693.0,68.0
694.0,68.8
695.0,69.5
696.0,70.1
697.0,70.6
698.0,71.0
699.0,71.6
700.0,72.2
701.0,72.8
702.0,73.5
703.0,74.1
704.0,74.3
705.0,74.3
706.0,73.7
707.0,71.9
708.0,70.5
709.0,68.9
710.0,67.4
711.0,66.0
712.0,64.7
713.0,63.7
714.0,62.9
715.0,62.2
716.0,61.7
717.0,61.2
718.0,60.7
719.0,60.3
720.0,59.9
721.0,59.6
722.0,59.3
723.0,59.0
724.0,58.6
725.0,58.0
726.0,57.5
727.0,56.9
728.0,56.3
729.0,55.9
730.0,55.6
731.0,55.3
732.0,55.1
733.0,54.8
734.0,54.6
735.0,54.5
736.0,54.3
737.0,53.9
738.0,53.4
739.0,52.6
740.0,51.5
741.0,50.2
742.0,48.7
743.0,47.0
744.0,45.1
745.0,43.0
746.0,40.6
747.0,38.1
748.0,35.4
749.0,32.7
750.0,30.0
751.0,27.5
752.0,25.3
753.0,23.4
754.0,22.0
755.0,20.8
756.0,19.8
757.0,18.9
758.0,18.0
759.0,17.0
760.0,16.1
761.0,15.5
762.0,14.4
763.0,14.9
764.0,15.9
765.0,17.1
766.0,18.3
767.0,19.4
768.0,20.4
769.0,21.2
770.0,21.9
771.0,22.7
772.0,23.4
773.0,24.2
774.0,24.3
775.0,24.2
776.0,24.1
777.0,23.8
778.0,23.0
779.0,22.6
780.0,21.7
781.0,21.3
782.0,20.3
783.0,19.1
784.0,18.1
785.0,16.9
786.0,16.0
787.0,14.8
788.0,14.5
789.0,13.7
790.0,13.5
791.0,12.9
792.0,12.7
793.0,12.5
794.0,12.5
795.0,12.6
796.0,13.0
797.0,13.6
798.0,14.6
799.0,15.7
800.0,17.1
801.0,18.7
802.0,20.2
803.0,21.9
804.0,23.6
805.0,25.4
806.0,27.1
807.0,28.9
808.0,30.4
809.0,32.0
810.0,33.4
811.0,35.0
812.0,36.4
813.0,38.1
814.0,39.7
815.0,41.6
816.0,43.3
817.0,45.1
818.0,46.9
819.0,48.7
820.0,50.5
821.0,52.4
822.0,54.1
823.0,55.7
824.0,56.8
825.0,57.9
826.0,59.0
827.0,59.9
828.0,60.7
829.0,61.4
830.0,62.0
831.0,62.5
832.0,62.9
833.0,63.2
834.0,63.4
835.0,63.7
836.0,64.0
837.0,64.4
838.0,64.9
839.0,65.5
840.0,66.2
841.0,67.0
842.0,67.8
843.0,68.6
844.0,69.4
845.0,70.1
846.0,70.9
847.0,71.7
848.0,72.5
849.0,73.2
850.0,73.8
851.0,74.4
852.0,74.7
853.0,74.7
854.0,74.6
855.0,74.2
856.0,73.5
857.0,72.6
858.0,71.8
859.0,71.0
860.0,70.1
861.0,69.4
862.0,68.9
863.0,68.4
864.0,67.9
865.0,67.1
866.0,65.8
867.0,63.9
868.0,61.4
869.0,58.4
870.0,55.4
871.0,52.4
872.0,50.0
873.0,48.3
874.0,47.3
875.0,46.8
876.0,46.9
877.0,47.1
878.0,47.5
879.0,47.8
880.0,48.3
881.0,48.8
882.0,49.5
883.0,50.2
884.0,50.8
885.0,51.4
886.0,51.8
887.0,51.9
888.0,51.7
889.0,51.2
890.0,50.4
891.0,49.2
892.0,47.7
893.0,46.3
894.0,45.1
895.0,44.2
896.0,43.7
897.0,43.4
898.0,43.1
899.0,42.5
900.0,41.8
901.0,41.1
902.0,40.3
903.0,39.7
904.0,39.3
905.0,39.2
906.0,39.3
907.0,39.6
908.0,40.0
909.0,40.7
910.0,41.4
911.0,42.2
912.0,43.1
913.0,44.1
914.0,44.9
915.0,45.6
916.0,46.4
917.0,47.0
918.0,47.8
919.0,48.3
920.0,48.9
921.0,49.4
922.0,49.8
923.0,49.6
924.0,49.3
925.0,49.0
926.0,48.5
927.0,48.0
928.0,47.5
