590,0,637,38.6,684,59.3,731,55.3
591,0,638,39.8,685,60.2,732,55.1
592,0,639,40.6,686,61.3,733,54.8
593,0,640,41.1,687,62.4,734,54.6
594,0,641,41.9,688,63.4,735,54.5
595,0,642,42.8,689,64.4,736,54.3
596,0,643,44.3,690,65.4,737,53.9
597,0,644,45.7,691,66.3,738,53.4
598,0,645,47.4,692,67.2,739,52.6
599,0,646,48.9,693,68,740,51.5
600,0,647,50.6,694,68.8,741,50.2
601,1.6,648,52,695,69.5,742,48.7
602,3.6,649,53.7,696,70.1,743,47
603,6.3,650,55,697,70.6,744,45.1
604,9,651,56.8,698,71,745,43
605,11.8,652,58,699,71.6,746,40.6
606,14.2,653,59.8,700,72.2,747,38.1
607,16.6,654,61.1,701,72.8,748,35.4
608,18.5,655,62.4,702,73.5,749,32.7
609,20.8,656,63,703,74.1,750,30
610,23.4,657,63.5,704,74.3,751,27.5
611,26.9,658,63,705,74.3,752,25.3
612,30.3,659,62,706,73.7,753,23.4
613,32.8,660,60.4,707,71.9,754,22
614,34.1,661,58.6,708,70.5,755,20.8
615,34.2,662,56.7,709,68.9,756,19.8
616,33.6,663,55,710,67.4,757,18.9
617,32.1,664,53.7,711,66,758,18
618,30,665,52.7,712,64.7,759,17
619,27.5,666,51.9,713,63.7,760,16.1
620,25.1,667,51.4,714,62.9,761,15.5
621,22.8,668,51,715,62.2,762,14.4
622,20.5,669,50.7,716,61.7,763,14.9
623,17.9,670,50.6,717,61.2,764,15.9
624,15.1,671,50.8,718,60.7,765,17.1
625,13.4,672,51.2,719,60.3,766,18.3
626,12.8,673,51.7,720,59.9,767,19.4
627,13.7,674,52.3,721,59.6,768,20.4
628,16,675,53.1,722,59.3,769,21.2
629,18.1,676,53.8,723,59,770,21.9
630,20.8,677,54.5,724,58.6,771,22.7
631,23.7,678,55.1,725,58,772,23.4
632,26.5,679,55.9,726,57.5,773,24.2
633,29.3,680,56.5,727,56.9,774,24.3
634,32,681,57.1,728,56.3,775,24.2
635,34.5,682,57.8,729,55.9,776,24.1
636,36.8,683,58.5,730,55.6,777,23.8
778,23,827,59.9,876,46.9,925,49
779,22.6,828,60.7,877,47.1,926,48.5
780,21.7,829,61.4,878,47.5,927,48
781,21.3,830,62,879,47.8,928,47.5
782,20.3,831,62.5,880,48.3,929,47
783,19.1,832,62.9,881,48.8,930,46.9
784,18.1,833,63.2,882,49.5,931,46.8
785,16.9,834,63.4,883,50.2,932,46.8
786,16,835,63.7,884,50.8,933,46.8
787,14.8,836,64,885,51.4,934,46.9
788,14.5,837,64.4,886,51.8,935,46.9
789,13.7,838,64.9,887,51.9,936,46.9
790,13.5,839,65.5,888,51.7,937,46.9
791,12.9,840,66.2,889,51.2,938,46.9
792,12.7,841,67,890,50.4,939,46.8
793,12.5,842,67.8,891,49.2,940,46.6
794,12.5,843,68.6,892,47.7,941,46.4
795,12.6,844,69.4,893,46.3,942,46
796,13,845,70.1,894,45.1,943,45.5
797,13.6,846,70.9,895,44.2,944,45
798,14.6,847,71.7,896,43.7,945,44.5
799,15.7,848,72.5,897,43.4,946,44.2
800,17.1,849,73.2,898,43.1,947,43.9
801,18.7,850,73.8,899,42.5,948,43.7
802,20.2,851,74.4,900,41.8,949,43.6
803,21.9,852,74.7,901,41.1,950,43.6
804,23.6,853,74.7,902,40.3,951,43.5
805,25.4,854,74.6,903,39.7,952,43.5
806,27.1,855,74.2,904,39.3,953,43.4
807,28.9,856,73.5,905,39.2,954,43.3
808,30.4,857,72.6,906,39.3,955,43.1
809,32,858,71.8,907,39.6,956,42.9
810,33.4,859,71,908,40,957,42.7
811,35,860,70.1,909,40.7,958,42.5
812,36.4,861,69.4,910,41.4,959,42.4
813,38.1,862,68.9,911,42.2,960,42.2
814,39.7,863,68.4,912,43.1,961,42.1
815,41.6,864,67.9,913,44.1,962,42
816,43.3,865,67.1,914,44.9,963,41.8
817,45.1,866,65.8,915,45.6,964,41.7
818,46.9,867,63.9,916,46.4,965,41.5
819,48.7,868,61.4,917,47,966,41.3
820,50.5,869,58.4,918,47.8,967,41.1
821,52.4,870,55.4,919,48.3,968,40.8
822,54.1,871,52.4,920,48.9,969,40.3
823,55.7,872,50,921,49.4,970,39.6
824,56.8,873,48.3,922,49.8,971,38.5
825,57.9,874,47.3,923,49.6,972,37
826,59,875,46.8,924,49.3,973,35.1
974,33,,,,,,
975,30.6,,,,,,
976,27.9,,,,,,
977,25.1,,,,,,
978,22,,,,,,
979,18.8,,,,,,
980,15.5,,,,,,
981,12.3,,,,,,
982,8.8,,,,,,
983,6,,,,,,
984,3.6,,,,,,
985,1.6,,,,,,
986,0,,,,,,
987,0,,,,,,
988,0,,,,,,
989,0,,,,,,
990,0,,,,,,
991,0,,,,,,
992,0,,,,,,
993,0,,,,,,
994,0,,,,,,
995,0,,,,,,
996,0,,,,,,
997,0,,,,,,
998,0,,,,,,
999,0,,,,,,
1000,0,,,,,,
1001,0,,,,,,
1002,0,,,,,,
1003,0,,,,,,
1004,0,,,,,,
1005,0,,,,,,
1006,0,,,,,,
1007,0,,,,,,
1008,0,,,,,,
1009,0,,,,,,
1010,0,,,,,,
1011,0,,,,,,
1012,0,,,,,,
1013,0,,,,,,
1014,0,,,,,,
1015,0,,,,,,
1016,0,,,,,,
1017,0,,,,,,
1018,0,,,,,,
1019,0,,,,,,
1020,0,,,,,,
1021,0,,,,,,
1022,0, , , , , , 
