0,0,47,18.8,94,0,141,35.7
1,0,48,19.5,95,0,142,35.9
2,0,49,20.2,96,0,143,36.6
3,0,50,20.9,97,0,144,37.5
4,0,51,21.7,98,0,145,38.4
5,0,52,22.4,99,0,146,39.3
6,0,53,23.1,100,0,147,40
7,0,54,23.7,101,0,148,40.6
8,0,55,24.4,102,0,149,41.1
9,0,56,25.1,103,0,150,41.4
10,0,57,25.4,104,0,151,41.6
11,0,58,25.2,105,0,152,41.8
12,0.2,59,23.4,106,0,153,41.8
13,3.1,60,21.8,107,0,154,41.9
14,5.7,61,19.7,108,0.7,155,41.9
15,8,62,17.3,109,1.1,156,42
16,10.1,63,14.7,110,1.9,157,42
17,12,64,12,111,2.5,158,42.2
18,13.8,65,9.4,112,3.5,159,42.3
19,15.4,66,5.6,113,4.7,160,42.6
20,16.7,67,3.1,114,6.1,161,43
21,17.7,68,0,115,7.5,162,43.3
22,18.3,69,0,116,9.4,163,43.7
23,18.8,70,0,117,11,164,44
24,18.9,71,0,118,12.9,165,44.3
25,18.4,72,0,119,14.5,166,44.5
26,16.9,73,0,120,16.4,167,44.6
27,14.3,74,0,121,18,168,44.6
28,10.8,75,0,122,20,169,44.5
29,7.1,76,0,123,21.5,170,44.4
30,4,77,0,124,23.5,171,44.3
31,0,78,0,125,25,172,44.2
32,0,79,0,126,26.8,173,44.1
33,0,80,0,127,28.2,174,44
34,0,81,0,128,30,175,43.9
35,1.5,82,0,129,31.4,176,43.8
36,3.8,83,0,130,32.5,177,43.7
37,5.6,84,0,131,33.2,178,43.6
38,7.5,85,0,132,33.4,179,43.5
39,9.2,86,0,133,33.7,180,43.4
40,10.8,87,0,134,33.9,181,43.3
41,12.4,88,0,135,34.2,182,43.1
42,13.8,89,0,136,34.4,183,42.9
43,15.2,90,0,137,34.7,184,42.7
44,16.3,91,0,138,34.9,185,42.5
45,17.3,92,0,139,35.2,186,42.3
46,18,93,0,140,35.4,187,42.2
188,42.2,237,39.7,286,25.3,335,14.3
189,42.2,238,39.9,287,24.9,336,14.3
190,42.3,239,40,288,24.5,337,14
191,42.4,240,40.1,289,24.2,338,13
192,42.5,241,40.2,290,24,339,11.4
193,42.7,242,40.3,291,23.8,340,10.2
194,42.9,243,40.4,292,23.6,341,8
