1023,0,1070,26.4,1117,69.7,1164,52.6
1024,0,1071,28.8,1118,69.3,1165,54.5
1025,0,1072,31.8,1119,68.1,1166,56.6
1026,0,1073,35.3,1120,66.9,1167,58.3
1027,0.8,1074,39.5,1121,66.2,1168,60
1028,3.6,1075,44.5,1122,65.7,1169,61.5
1029,8.6,1076,49.3,1123,64.9,1170,63.1
1030,14.6,1077,53.3,1124,63.2,1171,64.3
1031,20,1078,56.4,1125,60.3,1172,65.7
1032,24.4,1079,58.9,1126,55.8,1173,67.1
1033,28.2,1080,61.2,1127,50.5,1174,68.3
1034,31.7,1081,62.6,1128,45.2,1175,69.7
1035,35,1082,63,1129,40.1,1176,70.6
1036,37.6,1083,62.5,1130,36.2,1177,71.6
1037,39.7,1084,60.9,1131,32.9,1178,72.6
1038,41.5,1085,59.3,1132,29.8,1179,73.5
1039,43.6,1086,58.6,1133,26.6,1180,74.2
1040,46,1087,58.6,1134,23,1181,74.9
1041,48.4,1088,58.7,1135,19.4,1182,75.6
1042,50.5,1089,58.8,1136,16.3,1183,76.3
1043,51.9,1090,58.8,1137,14.6,1184,77.1
1044,52.6,1091,58.8,1138,14.2,1185,77.9
1045,52.8,1092,59.1,1139,14.3,1186,78.5
1046,52.9,1093,60.1,1140,14.6,1187,79
1047,53.1,1094,61.7,1141,15.1,1188,79.7
1048,53.3,1095,63,1142,16.4,1189,80.3
1049,53.1,1096,63.7,1143,19.1,1190,81
1050,52.3,1097,63.9,1144,22.5,1191,81.6
1051,50.7,1098,63.5,1145,24.4,1192,82.4
1052,48.8,1099,62.3,1146,24.8,1193,82.9
1053,46.5,1100,60.3,1147,22.7,1194,83.4
1054,43.8,1101,58.9,1148,17.4,1195,83.8
1055,40.3,1102,58.4,1149,13.8,1196,84.2
1056,36,1103,58.8,1150,12,1197,84.7
1057,30.7,1104,60.2,1151,12,1198,85.2
1058,25.4,1105,62.3,1152,12,1199,85.6
1059,21,1106,63.9,1153,13.9,1200,86.3
