0,0,47,19.5,94,12,141,11.7
1,0,48,18.4,95,9.1,142,16.4
2,0,49,17.8,96,5.8,143,18.9
3,0,50,17.8,97,3.6,144,19.9
4,0,51,17.4,98,2.2,145,20.8
5,0,52,15.7,99,0,146,22.8
6,0,53,13.1,100,0,147,25.4
7,0,54,12.1,101,0,148,27.7
8,0,55,12,102,0,149,29.2
9,0,56,12,103,0,150,29.8
10,0,57,12,104,0,151,29.4
11,0,58,12.3,105,0,152,27.2
12,0.2,59,12.6,106,0,153,22.6
13,1.7,60,14.7,107,0,154,17.3
14,5.4,61,15.3,108,0,155,13.3
15,9.9,62,15.9,109,0,156,12
16,13.1,63,16.2,110,0,157,12.6
17,16.9,64,17.1,111,0,158,14.1
18,21.7,65,17.8,112,0,159,17.2
19,26,66,18.1,113,0,160,20.1
20,27.5,67,18.4,114,0,161,23.4
21,28.1,68,20.3,115,0,162,25.5
22,28.3,69,23.2,116,0,163,27.6
23,28.8,70,26.5,117,0,164,29.5
24,29.1,71,29.8,118,0,165,31.1
25,30.8,72,32.6,119,0,166,32.1
26,31.9,73,34.4,120,0,167,33.2
27,34.1,74,35.5,121,0,168,35.2
28,36.6,75,36.4,122,0,169,37.2
29,39.1,76,37.4,123,0,170,38
30,41.3,77,38.5,124,0,171,37.4
31,42.5,78,39.3,125,0,172,35.1
32,43.3,79,39.5,126,0,173,31
33,43.9,80,39,127,0,174,27.1
34,44.4,81,38.5,128,0,175,25.3
35,44.5,82,37.3,129,0,176,25.1
36,44.2,83,37,130,0,177,25.9
37,42.7,84,36.7,131,0,178,27.8
38,39.9,85,35.9,132,0,179,29.2
39,37,86,35.3,133,0,180,29.6
40,34.6,87,34.6,134,0,181,29.5
41,32.3,88,34.2,135,0,182,29.2
42,29,89,31.9,136,0,183,28.3
43,25.1,90,27.3,137,0,184,26.1
44,22.2,91,22,138,0.2,185,23.6
45,20.9,92,17,139,1.9,186,21
46,20.4,93,14.2,140,6.1,187,18.9
188,17.1,237,49.2,286,37.4,335,15
189,15.7,238,48.4,287,40.7,336,14.5
190,14.5,239,46.9,288,44,337,14.3
191,13.7,240,44.3,289,47.3,338,14.5
192,12.9,241,41.5,290,49.2,339,15.4
193,12.5,242,39.5,291,49.8,340,17.8
194,12.2,243,37,292,49.2,341,21.1
195,12,244,34.6,293,48.1,342,24.1
196,12,245,32.3,294,47.3,343,25
197,12,246,29,295,46.8,344,25.3
198,12,247,25.1,296,46.7,345,25.5
199,12.5,248,22.2,297,46.8,346,26.4
200,13,249,20.9,298,47.1,347,26.6
201,14,250,20.4,299,47.3,348,27.1
202,15,251,19.5,300,47.3,349,27.7
203,16.5,252,18.4,301,47.1,350,28.1
204,19,253,17.8,302,46.6,351,28.2
205,21.2,254,17.8,303,45.8,352,28.1
206,23.8,255,17.4,304,44.8,353,28
207,26.9,256,15.7,305,43.3,354,27.9
208,29.6,257,14.5,306,41.8,355,27.9
209,32,258,15.4,307,40.8,356,28.1
210,35.2,259,17.9,308,40.3,357,28.2
211,37.5,260,20.6,309,40.1,358,28
212,39.2,261,23.2,310,39.7,359,26.9
213,40.5,262,25.7,311,39.2,360,25
214,41.6,263,28.7,312,38.5,361,23.2
215,43.1,264,32.5,313,37.4,362,21.9
216,45,265,36.1,314,36,363,21.1
217,47.1,266,39,315,34.4,364,20.7
218,49,267,40.8,316,33,365,20.7
219,50.6,268,42.9,317,31.7,366,20.8
220,51.8,269,44.4,318,30,367,21.2
221,52.7,270,45.9,319,28,368,22.1
222,53.1,271,46,320,26.1,369,23.5
223,53.5,272,45.6,321,25.6,370,24.3
224,53.8,273,45.3,322,24.9,371,24.5
225,54.2,274,43.7,323,24.9,372,23.8
226,54.8,275,40.8,324,24.3,373,21.3
227,55.3,276,38,325,23.9,374,17.7
228,55.8,277,34.4,326,23.9,375,14.4
229,56.2,278,30.9,327,23.6,376,11.9
230,56.5,279,25.5,328,23.3,377,10.2
231,56.5,280,21.4,329,20.5,378,8.9
232,56.2,281,20.2,330,17.5,379,8
233,54.9,282,22.9,331,16.9,380,7.2
234,52.9,283,26.6,332,16.7,381,6.1
235,51,284,30.2,333,15.9,382,4.9
236,49.8,285,34.1,334,15.6,383,3.7
384,2.3,433,31.3,482,0,531,0
385,0.9,434,31.1,483,0,532,0
386,0,435,30.6,484,0,533,0.2
387,0,436,29.2,485,0,534,1.2
388,0,437,26.7,486,0,535,3.2
389,0,438,23,487,0,536,5.2
390,0,439,18.2,488,0,537,8.2
391,0,440,12.9,489,0,538,13
392,0.5,441,7.7,490,0,539,18.8
393,2.1,442,3.8,491,0,540,23.1
394,4.8,443,1.3,492,0,541,24.5
395,8.3,444,0.2,493,0,542,24.5
396,12.3,445,0,494,0,543,24.3
397,16.6,446,0,495,0,544,23.6
398,20.9,447,0,496,0,545,22.3
399,24.2,448,0,497,0,546,20.1
400,25.6,449,0,498,0,547,18.5
401,25.6,450,0,499,0,548,17.2
402,24.9,451,0,500,0,549,16.3
403,23.3,452,0,501,0,550,15.4
404,21.6,453,0,502,0,551,14.7
405,20.2,454,0,503,0,552,14.3
406,18.7,455,0,504,0,553,13.7
407,17,456,0,505,0,554,13.3
408,15.3,457,0,506,0,555,13.1
409,14.2,458,0,507,0,556,13.1
410,13.9,459,0,508,0,557,13.3
411,14,460,0,509,0,558,13.8
412,14.2,461,0,510,0,559,14.5
413,14.5,462,0,511,0,560,16.5
414,14.9,463,0,512,0.5,561,17
415,15.9,464,0,513,2.5,562,17
416,17.4,465,0,514,6.6,563,17
417,18.7,466,0,515,11.8,564,15.4
418,19.1,467,0,516,16.8,565,10.1
419,18.8,468,0,517,20.5,566,4.8
420,17.6,469,0,518,21.9,567,0
421,16.6,470,0,519,21.9,568,0
422,16.2,471,0,520,21.3,569,0
423,16.4,472,0,521,20.3,570,0
424,17.2,473,0,522,19.2,571,0
425,19.1,474,0,523,17.8,572,0
426,22.6,475,0,524,15.5,573,0
427,27.4,476,0,525,11.9,574,0
428,31.6,477,0,526,7.6,575,0
429,33.4,478,0,527,4,576,0
430,33.5,479,0,528,2,577,0
431,32.8,480,0,529,1,578,0
432,31.9,481,0,530,0,579,0
580,0, , , , , , 
581,0,,,,,,
582,0,,,,,,
583,0,,,,,,
584,0,,,,,,
585,0,,,,,,
586,0,,,,,,
587,0,,,,,,
588,0,,,,,,
589,0,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
 , , , , , , , 
